Job Title,Company,Skills,Location,Salary,Experience,Posted,Link
Online Data Analyst - Hindi,"TELUS International AI Inc. (Las Vegas, United States)","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written)",Work from home,"$ 5,000 - 5,200",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-part-time-online-data-analyst-hindi-job-at-telus-international-ai-inc1764220399
Medical Gastroenterologist,Spandana Hospital,Not Specified,Bangalore,"₹ 60,00,000 - 72,00,000",1 year(s),Just now,https://internshala.com/job/detail/medical-gastroenterologist-job-in-bangalore-at-spandana-hospital1766450234
ML/AI Applied Engineer  Contrails AI,Expertia AI,Not Specified,Bangalore,"₹ 25,00,000 - 45,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-ml-ai-applied-engineer-contrails-ai-job-in-bangalore-at-expertia-ai1763598697
Big Data Manager,Bellway Realtech,"Hadoop, Java, Machine Learning, Python, SQL",Noida,"₹ 20,29,000 - 30,54,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-big-data-manager-job-in-noida-at-bellway-realtech1765169429
Azure Dotnet Developer,Kiash Solutions LLP,Not Specified,"Hyderabad,Chennai,Bangalore","₹ 20,00,000 - 25,00,000",6 year(s),N/A,https://internshala.com/job/detail/azure-dotnet-developer-job-in-multiple-locations-at-kiash-solutions-llp1763598790
Junior Machine Learning Engineer,"Lantern (New York, United States)","Backend development, Data Engineering, Distributed Computing, JavaScript, Python",Work from home,"₹ 20,00,000 - 21,60,000",1 year(s),N/A,https://internshala.com/job/detail/remote-junior-machine-learning-engineer-job-at-lantern1765446136
Artificial Intelligence (AI) Specialist,QuickHyre,"Generative AI Tools, Java, Microservices, Spring Boot","Chennai,Pune,Hyderabad,Bangalore","₹ 18,00,000 - 25,00,000",1 year(s),N/A,https://internshala.com/job/detail/artificial-intelligence-ai-specialist-job-in-multiple-locations-at-quickhyre1765610194
Business Analyst (Digital Journeys And Retail Banking),Embark,Not Specified,Indi,"₹ 18,00,000 - 22,00,000",7 year(s),Just now,https://internshala.com/job/detail/business-analyst-digital-journeys-and-retail-banking-job-in-indi-at-embark1766450242
Technical Sales Executive,Digital Heroes,Sales,Lucknow(Hybrid),"₹ 17,00,000 - 25,00,000",1 year(s),N/A,https://internshala.com/job/detail/technical-sales-executive-job-in-lucknow-at-digital-heroes1765602867
Sales Manager,Digital Heroes,"Digital Marketing, English Proficiency (Spoken), Sales, Sales Management, Sales Strategy",Lucknow,"₹ 15,00,015 - 20,00,015",1 year(s),N/A,https://internshala.com/job/detail/sales-manager-job-in-lucknow-at-digital-heroes1765602593
Senior Full Stack Developer,Soundverse AI,"BigQuery, Docker, FastAPI, Firebase, GitHub, Google Cloud Platforms (GCP), Grafana, Kubernetes, Microsoft Azure, MySQL, Next.js, Node.js, PostgreSQL, Python, RabbitMQ, React, REST API, Socket.IO, Tailwind CSS, WebSockets",Work from home,"₹ 15,00,000 - 23,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-senior-full-stack-developer-job-at-soundverse-ai1764132527
Business Development Specialist,Sammunat LLC,"Digital Marketing, Email Marketing, Social Media Marketing",Work from home,"₹ 15,00,000 - 20,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/remote-business-development-specialist-job-at-sammunat-llc1765955118
Process Excellence (Black Belt),Kiash Solutions LLP,Not Specified,Vadodara,"₹ 15,00,000 - 17,50,000",7 year(s),N/A,https://internshala.com/job/detail/process-excellence-black-belt-job-in-vadodara-at-kiash-solutions-llp1763598643
Full Stack Developer (dotnet Angular + Ionic),ALIQAN Technologies,Not Specified,Work from home,"₹ 14,40,000 - 18,00,000",7 year(s),N/A,https://internshala.com/job/detail/remote-full-stack-developer-dotnet-angular-ionic-job-at-aliqan-technologies1763598800
PeopleSoft Technical (HRMS) Consultant,ALIQAN Technologies,Not Specified,Work from home,"₹ 14,40,000 - 18,00,000",10 year(s),N/A,https://internshala.com/job/detail/remote-peoplesoft-technical-hrms-consultant-job-at-aliqan-technologies1763598721
Full Stack React Native Developer,Wo Health Pvt Ltd,"Cursor (GenAI), Firebase, Node.js, React Native",Delhi(Hybrid),"₹ 12,00,000 - 25,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-full-stack-react-native-developer-job-in-delhi-at-wo-health-pvt-ltd1765278463
Project Manager,Digital Heroes,Project Management,Lucknow,"₹ 12,00,000 - 13,00,000",1 year(s),N/A,https://internshala.com/job/detail/project-manager-job-in-lucknow-at-digital-heroes1763974528
Sales Development Associate,Recruit CRM,"Analytical Thinking, Effective Communication, English Proficiency (Spoken), Problem Solving",Work from home,"₹ 12,00,000",0 year(s),7 days ago,https://internshala.com/job/detail/fresher-remote-sales-development-associate-job-at-recruit-crm1765796465
Revenue Development Associate,Recruit CRM,"Critical thinking, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills",Work from home,"₹ 12,00,000",0 year(s),7 days ago,https://internshala.com/job/detail/fresher-remote-revenue-development-associate-job-at-recruit-crm1765796184
Management - Sales Fresher,Recruit CRM,"Critical thinking, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Presentation skills, Problem Solving",Work from home,"₹ 12,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-management-sales-fresher-job-at-recruit-crm1765341493
Sales Management Fresher (SMA),Recruit CRM,"Critical thinking, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Presentation skills, Problem Solving",Work from home,"₹ 12,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-sales-management-fresher-sma-job-at-recruit-crm1765195978
Sales Management Associate,Recruit CRM,"Critical thinking, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Presentation skills, Problem Solving",Work from home,"₹ 12,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-sales-management-associate-job-at-recruit-crm1765183610
Senior Data Analyst,IUDX,"Data Analysis, Git, Grafana, JSON, Linux, Prometheus, Python, REST API, Statistical Modeling",Bangalore(Hybrid),"₹ 12,00,000",1 year(s),N/A,https://internshala.com/job/detail/senior-data-analyst-job-in-bangalore-at-iudx1764234518
Business Development Associate,Recruit CRM,"Analytical Skilla, Communication Skills, English Proficiency (Spoken)",Work from home,"₹ 12,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-recruit-crm1764225473
Business Development Executive – Veterinary Equipment & Veterinary Medicines (Global Markets),Furix Trade Venture Limited,"Adaptability, Branding, Client Relationship, Communication Skills, Conflict Management, Creative Thinking, Dispute Resolution, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Forecasting, Interpersonal skills, Negotiations, Problem Solving, Product Management, Product Marketing, Product Strategy, Research and Analytics, Self-learning, Strategy",Indore,"₹ 11,00,000 - 25,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive--veterinary-equipment-veterinary-medicines-global-markets-job-in-indore-at-furix-trade-venture-limited1764582390
Product Manager,Boxnbiz Technologies Private Limited,"Analytical Thinking, English Proficiency (Spoken), Problem Solving, Product Management",Bangalore,"₹ 11,00,000 - 12,00,000",1 year(s),6 days ago,https://internshala.com/job/detail/product-manager-job-in-bangalore-at-boxnbiz-technologies-private-limited1765873150
Teacher,Urban Tutor,"English Proficiency (Spoken), English Proficiency (Written), Teaching",Ahmedabad,"₹ 10,60,000 - 11,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-part-time-teacher-job-in-ahmedabad-at-urban-tutor1762951534
Growth Sales Executive (AI Automation Industry),Leads Loom,"Effective Communication, MS-Excel, Sales, Sales Strategy",Work from home,"₹ 10,55,000 - 13,90,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-part-time-growth-sales-executive-ai-automation-industry-job-at-leads-loom1765448911
Account Executive,SuperAGI,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)",Bangalore,"₹ 10,50,000 - 13,00,000",1 year(s),N/A,https://internshala.com/job/detail/account-executive-job-in-bangalore-at-superagi1764687326
"SEO, GEO & Content Growth Lead (Canva/Figma Expertise)","Finexer (London, United Kingdom)","APIs, B2B Sales, Blogging, Canva, ChatGPT, Computer skills, Content Marketing, Content Writing, Digital Marketing, Figma, Google Analytics, LinkedIn Marketing, Perplexity, Search Engine Optimization (SEO), WordPress",Work from home,"₹ 10,20,000 - 21,00,000",1 year(s),3 days ago,https://internshala.com/job/detail/remote-seo-geo-content-growth-lead-canva-figma-expertise-job-at-finexer1766139655
Full Stack Developer,Social Booster Media,"APIs, Django, ETL processes, Frontend development, Git, PostgreSQL, Python, SQL",Pune,"₹ 10,00,000 - 20,00,000",1 year(s),N/A,https://internshala.com/job/detail/full-stack-developer-job-in-pune-at-social-booster-media1765263557
Junior Software Developer,Narayana Engineering College,"Java, Python",Hyderabad,"₹ 10,00,000 - 20,00,000",1 year(s),N/A,https://internshala.com/job/detail/junior-software-developer-job-in-hyderabad-at-narayana-engineering-college1764298233
Front End Developer,UpMentor-X,"AngularJS, CSS, Docker, HTML, JavaScript, Jira, Microsoft Azure, React, TypeScript, Vue.js",Chennai,"₹ 10,00,000 - 16,00,000",1 year(s),N/A,https://internshala.com/job/detail/front-end-developer-job-in-chennai-at-upmentor-x1764050593
Full Stack Developer,SurgePV,"JavaScript, Python, React",Work from home,"₹ 10,00,000 - 15,00,000",1 year(s),4 days ago,https://internshala.com/job/detail/remote-full-stack-developer-job-at-heaven-designs-private-limited1766063164
Senior Marketing Associate,Goodera,"Digital Marketing, Email Marketing, English Proficiency (Spoken), MS-Office, Social Media Marketing",Bangalore,"₹ 10,00,000 - 15,00,000",1 year(s),N/A,https://internshala.com/job/detail/senior-marketing-associate-job-in-bangalore-at-goodera1765540456
Software Developer,Floqer,"Algorithms, Amazon S3, Cloud Computing, Data Structures, JavaScript, MySQL, Node.js, PostgreSQL, Python, React, System Design",Work from home,"₹ 10,00,000 - 15,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-software-developer-job-at-floqer1764930844
SAP Business One – Technical Consultant,Overtures Infotech,"APIs, Client Relationship Management (CRM), MS SQL Server, SQL",Mumbai,"₹ 10,00,000 - 12,00,000",1 year(s),7 days ago,https://internshala.com/job/detail/sap-business-one--technical-consultant-job-in-mumbai-at-overtures-infotech1765786826
Full Stack Developer,Bryckel AI,"Amazon CloudWatch, Amazon EC2, Amazon RDS, Amazon S3, AWS Lambda, Django Rest Framework, PostgreSQL, Python, REST API",Work from home,"₹ 10,00,000 - 12,00,000",1 year(s),7 days ago,https://internshala.com/job/detail/remote-full-stack-developer-job-at-bryckel-ai1765773851
Dietician/Nutrition Coach,Cloudberry Health,Dietetics/Nutrition,Work from home,"₹ 10,00,000 - 12,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-dietician-nutrition-coach-job-at-cloudberry-health1765428471
Fitness/Movement Coach,Cloudberry Health,Client Interaction,Work from home,"₹ 10,00,000 - 12,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-fitness-movement-coach-job-at-cloudberry-health1765428296
Medical Representative,Cloudberry Health,Client Relationship,Work from home,"₹ 10,00,000 - 12,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-medical-representative-job-at-cloudberry-health1765428198
CARE AGENT (Admin Lead),Cloudberry Health,Administrative Support,Work from home,"₹ 10,00,000 - 12,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-care-agent-admin-lead-job-at-cloudberry-health1765428102
"Youtube Lead - Shorts, Reels, TikTok",Senti Entertainment,"Instagram Marketing, Social Media Marketing",Bangalore,"₹ 10,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/youtube-lead-shorts-reels-tiktok-job-in-bangalore-at-senti-entertainment1765961178
Full Stack Developer,UpMentor-X,"AngularJS, C#, Docker, Microsoft Azure, PostgreSQL, REST API, SQL, Unit Testing",Chennai,"₹ 10,00,000",1 year(s),N/A,https://internshala.com/job/detail/full-stack-developer-job-in-chennai-at-upmentor-x1764050742
Senior Operations Manager,SAR STUDIO PVT. LTD.,"Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), Enterprise Resource Planning(ERP), Human Resources, Key Account Management, Leadership, Logistics Management, MS-Excel, MS-Office, Presentation skills, Production Management, Retail Management, Sales Management","Pune,Mumbai","₹ 9,95,000 - 16,40,000",1 year(s),4 days ago,https://internshala.com/job/detail/senior-operations-manager-job-in-multiple-locations-at-sar-studio-pvt-ltd1766052399
Travel Specialist,The Tarzan Way,"Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Negotiation, Problem Solving, Travel Itinerary Making",Work from home,"₹ 9,60,000 - 11,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-travel-specialist-job-at-the-tarzan-way1765511875
Event Management Executive,Lenn Chartered & Co,"Effective Communication, English Proficiency (Spoken), Event Management, Finance, Interpersonal skills, Leadership, Negotiation, Stock Trading, Team Management","Mumbai,Bangalore(Hybrid)","₹ 9,50,000 - 16,00,000",1 year(s),N/A,https://internshala.com/job/detail/event-management-executive-job-in-multiple-locations-at-lenn-chartered-co1765514216
Business Development Executive,Zell Education,"English Proficiency (Spoken), English Proficiency (Written), Sales",Mumbai,"₹ 9,50,000 - 11,50,000",0 year(s),4 days ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-zell-education1766061751
Finance Education Specialist,Lenn Chartered & Co,"Artificial intelligence, Finance, Interpersonal skills, MS-Excel, Presentation skills, Stock Trading, Teaching, Team Management","Chennai,Delhi,Gandhinagar,Kolkata,Pune,Hyderabad,Mumbai,Bangalore,Marwar Junction,Indianoor,Gujarat(Hybrid)","₹ 9,20,000 - 27,00,000",1 year(s),Today,https://internshala.com/job/detail/finance-education-specialist-job-in-multiple-locations-at-lenn-chartered-co1766381814
Digital Marketing Associate,Adjective Pr,"Corporate Governance, Digital Marketing, Event Management, Search Engine Marketing (SEM), Social Media Marketing",Work from home,"₹ 9,00,000 - 20,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-digital-marketing-associate-job-at-adjective-pr1764336198
